| Series   |   Mass |   Trise |   kpush | EOS   |   EOS int |     xi175 |    xi200 |   Outcome |   M_rem |   M_collapse |   M_Fe |   M_CO |   M_He |    M_H |      E_exp | t_exp            | machine   | working_dir                                                                                              | target_dir                                                                                               |
| u        |   27   |     0.4 |  3.341  | BHBlp |         3 |  1.00736  | 0.477798 |         4 | 1.889   |       26.99  |  1.605 |  7.356 |  9.07  | 17.919 |  0.687932  | 0.39841391690955 | dhruva    | /data/newolfe/sneos_runs_hydro/u27.0_BHBlp_cYyym8G0                                                      | /nucastro3/SNEOS/hydro/BHBlp/u_series/u27.0_BHBlp_cYyym8G0                                               |
| u        |   35   |     0.4 |  0      | TM1   |         4 |  1.65507  | 1.0396   |         2 | 9.593   |       34.975 |  1.852 | 11.26  | 13.181 | 21.794 | -0.930065  | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u35.0_TM1_HV7XZmBJ                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u35.0_TM1_HV7XZmBJ                                                   |
| u        |   36   |     0.4 |  0      | TM1   |         4 |  1.70499  | 1.07816  |         2 | 9.601   |       35.973 |  1.875 | 12.046 | 13.883 | 22.089 | -1.25352   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u36.0_TM1_n4AFw7xA                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u36.0_TM1_n4AFw7xA                                                   |
| u        |   39   |     0.4 |  0      | TM1   |         4 |  1.73039  | 1.09515  |         2 | 9.581   |       38.967 |  1.885 | 13.07  | 15.002 | 23.965 | -1.64945   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u39.0_TM1_hcvoWskW                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u39.0_TM1_hcvoWskW                                                   |
| u        |   34   |     0.4 |  0      | TM1   |         4 |  1.66622  | 0.990779 |         2 | 9.592   |       33.978 |  1.828 | 10.643 | 12.453 | 21.525 | -0.713016  | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u34.0_TM1_iIdFR2Mn                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u34.0_TM1_iIdFR2Mn                                                   |
| u        |   38   |     0.4 |  0      | TM1   |         4 |  1.74338  | 1.0533   |         2 | 9.584   |       37.97  |  1.869 | 12.569 | 14.473 | 23.496 | -1.44126   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u38.0_TM1_JlyoT4iu                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u38.0_TM1_JlyoT4iu                                                   |
| u        |   37   |     0.4 |  0      | TM1   |         4 |  1.68152  | 1.06221  |         2 | 9.599   |       36.973 |  1.866 | 11.935 | 13.893 | 23.079 | -1.2183    | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u37.0_TM1_1bbRzcuP                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u37.0_TM1_1bbRzcuP                                                   |
| u        |   40   |     0.4 |  0      | TM1   |         4 |  1.70202  | 1.07156  |         2 | 9.573   |       39.966 |  1.9   | 13.365 | 15.291 | 24.674 | -1.79625   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u40.0_TM1_oXwoJEsL                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u40.0_TM1_oXwoJEsL                                                   |
| u        |   38   |     0.4 |  0      | NL3   |         5 | 49.0966   | 2.32223  |         4 | 9.642   |       37.97  |  1.869 | 12.569 | 14.473 | 23.496 | -1.41484   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u38.0_NL3_3hkcuaqp                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u38.0_NL3_3hkcuaqp                                                   |
| u        |   39   |     0.4 |  0      | NL3   |         5 | 49.5695   | 2.47666  |         4 | 9.639   |       38.967 |  1.885 | 13.07  | 15.002 | 23.965 | -1.62329   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u39.0_NL3_zwksUy4Y                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u39.0_NL3_zwksUy4Y                                                   |
| u        |   40   |     0.4 |  0      | NL3   |         5 | 49.1961   | 2.16768  |         4 | 9.628   |       39.966 |  1.9   | 13.365 | 15.291 | 24.674 | -1.77086   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u40.0_NL3_HIab3WOq                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u40.0_NL3_HIab3WOq                                                   |
| u        |   35   |     0.4 |  0      | NL3   |         5 | 47.1382   | 1.79539  |         4 | 9.65    |       34.975 |  1.852 | 11.26  | 13.181 | 21.794 | -0.905946  | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u35.0_NL3_GFNKoMXs                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u35.0_NL3_GFNKoMXs                                                   |
| u        |   37   |     0.4 |  0      | NL3   |         5 | 48.6904   | 2.17799  |         4 | 9.656   |       36.973 |  1.866 | 11.935 | 13.893 | 23.079 | -1.1923    | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u37.0_NL3_JC35dIUR                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u37.0_NL3_JC35dIUR                                                   |
| u        |   36   |     0.4 |  0      | NL3   |         5 | 48.9276   | 2.22384  |         4 | 9.658   |       35.973 |  1.875 | 12.046 | 13.883 | 22.089 | -1.22708   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u36.0_NL3_QlK9ZbEa                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u36.0_NL3_QlK9ZbEa                                                   |
| u        |   34   |     0.4 |  0      | NL3   |         5 | 46.0256   | 1.68333  |         4 | 9.646   |       33.978 |  1.828 | 10.643 | 12.453 | 21.525 | -0.69075   | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/u34.0_NL3_Bw67v7zS                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u34.0_NL3_Bw67v7zS                                                   |
| s        |   11   |     0.4 |  2.634  | SFHo  |         1 |  0.060321 | 0.010333 |         0 | 1.27754 |       10.612 |  1.228 |  1.745 |  2.776 |  7.837 |  0.597557  | 0.37312666580501 | zwicky    | /home/newolfe/sneos_runs_hydro/s11.0_SFHo_bDDqItY6                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s11.0_SFHo_bDDqItY6                                                 |
| s        |   13   |     0.4 |  3.871  | SFHo  |         1 |  0.232373 | 0.138428 |         0 | 1.33867 |       11.36  |  1.342 |  2.319 |  3.434 |  7.926 |  1.05715   | 0.35221634162876 | zwicky    | /home/newolfe/sneos_runs_hydro/s13.0_SFHo_mldP8MKO                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s13.0_SFHo_mldP8MKO                                                 |
| s        |   14   |     0.4 |  4.255  | SFHo  |         1 |  0.479401 | 0.222626 |         0 | 1.47064 |       11.966 |  1.437 |  2.621 |  3.783 |  8.184 |  1.49823   | 0.36148872463223 | zwicky    | /home/newolfe/sneos_runs_hydro/s14.0_SFHo_hiVWo7ak                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s14.0_SFHo_hiVWo7ak                                                 |
| s        |   15   |     0.4 |  4.321  | SFHo  |         1 |  0.572293 | 0.283118 |         0 | 1.50128 |       12.642 |  1.554 |  2.937 |  4.127 |  8.515 |  1.76299   | 0.36334614430125 | zwicky    | /home/newolfe/sneos_runs_hydro/s15.0_SFHo_cfBQOjOX                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s15.0_SFHo_cfBQOjOX                                                 |
| s        |   16   |     0.4 |  4.281  | SFHo  |         1 |  0.344768 | 0.234048 |         0 | 1.37261 |       13.245 |  1.361 |  3.294 |  4.491 |  8.754 |  1.37276   | 0.35875539589198 | zwicky    | /home/newolfe/sneos_runs_hydro/s16.0_SFHo_dks5H4AC                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s16.0_SFHo_dks5H4AC                                                 |
| s        |   17   |     0.4 |  4.293  | SFHo  |         1 |  0.347898 | 0.240481 |         0 | 1.38066 |       13.838 |  1.404 |  3.626 |  4.864 |  8.974 |  1.32229   | 0.33239029893227 | zwicky    | /home/newolfe/sneos_runs_hydro/s17.0_SFHo_LU3nmo12                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s17.0_SFHo_LU3nmo12                                                 |
| s        |   18   |     0.4 |  4.283  | SFHo  |         1 |  0.482816 | 0.315754 |         0 | 1.43023 |       14.502 |  1.391 |  4.015 |  5.249 |  9.253 |  1.65825   | 0.38626405548759 | zwicky    | /home/newolfe/sneos_runs_hydro/s18.0_SFHo_QNsA2OXY                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s18.0_SFHo_QNsA2OXY                                                 |
| s        |   19   |     0.4 |  4.176  | SFHo  |         1 |  0.70738  | 0.353657 |         0 | 1.54576 |       15.035 |  1.588 |  4.367 |  5.617 |  9.418 |  1.90022   | 0.36792696823308 | zwicky    | /home/newolfe/sneos_runs_hydro/s19.0_SFHo_FzkwzlWg                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s19.0_SFHo_FzkwzlWg                                                 |
| s        |   21   |     0.4 |  3.512  | SFHo  |         1 |  0.747624 | 0.459304 |         0 | 1.57668 |       12.996 |  1.463 |  5.479 |  6.785 |  6.212 |  1.72179   | 0.39923031651393 | zwicky    | /home/newolfe/sneos_runs_hydro/s21.0_SFHo_mPLaxoeg                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s21.0_SFHo_mPLaxoeg                                                 |
| s        |   22   |     0.4 |  4.301  | SFHo  |         1 |  0.359701 | 0.246161 |         0 | 1.40791 |       14.417 |  1.442 |  5.649 |  6.95  |  7.467 |  1.20564   | 0.32536307063127 | zwicky    | /home/newolfe/sneos_runs_hydro/s22.0_SFHo_CpboLIse                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s22.0_SFHo_CpboLIse                                                 |
| w        |   13   |     0.4 |  4.11   | SFHo  |         1 |  0.362438 | 0.181488 |         0 | 1.42784 |       11.402 |  1.398 |  2.486 |  3.613 |  7.79  |  1.34696   | 0.37358714915405 | zwicky    | /home/newolfe/sneos_runs_hydro/w13.0_SFHo_wiT5vhKf                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w13.0_SFHo_wiT5vhKf                                                 |
| w        |   14   |     0.4 |  4.312  | SFHo  |         1 |  0.511488 | 0.254773 |         0 | 1.48402 |       12.006 |  1.518 |  2.798 |  3.973 |  8.033 |  1.58953   | 0.36680948057589 | zwicky    | /home/newolfe/sneos_runs_hydro/w14.0_SFHo_tkBoZr2J                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w14.0_SFHo_tkBoZr2J                                                 |
| w        |   15   |     0.4 |  4.273  | SFHo  |         1 |  0.554516 | 0.320998 |         0 | 1.48166 |       12.792 |  1.35  |  3.102 |  4.303 |  8.489 |  1.94518   | 0.38395043072853 | zwicky    | /home/newolfe/sneos_runs_hydro/w15.0_SFHo_B8gy0rUs                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w15.0_SFHo_B8gy0rUs                                                 |
| w        |   16   |     0.4 |  4.241  | SFHo  |         1 |  0.311095 | 0.217305 |         0 | 1.36455 |       13.595 |  1.376 |  3.436 |  4.65  |  8.944 |  1.26356   | 0.32548580026629 | zwicky    | /home/newolfe/sneos_runs_hydro/w16.0_SFHo_Rl7nAUik                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w16.0_SFHo_Rl7nAUik                                                 |
| w        |   17   |     0.4 |  4.289  | SFHo  |         1 |  0.349793 | 0.238638 |         0 | 1.3951  |       14.117 |  1.408 |  3.808 |  5.057 |  9.06  |  1.31479   | 0.31242913931434 | zwicky    | /home/newolfe/sneos_runs_hydro/w17.0_SFHo_nc33lz8h                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w17.0_SFHo_nc33lz8h                                                 |
| w        |   18   |     0.4 |  4.161  | SFHo  |         1 |  0.712127 | 0.357593 |         0 | 1.55352 |       14.824 |  1.48  |  4.158 |  5.418 |  9.407 |  1.86619   | 0.36933923635140 | zwicky    | /home/newolfe/sneos_runs_hydro/w18.0_SFHo_uwGRB6R3                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w18.0_SFHo_uwGRB6R3                                                 |
| w        |   19   |     0.4 |  4.302  | SFHo  |         1 |  0.496044 | 0.304374 |         0 | 1.47064 |       15.478 |  1.44  |  4.551 |  5.81  |  9.668 |  1.45016   | 0.32669854544816 | zwicky    | /home/newolfe/sneos_runs_hydro/w19.0_SFHo_pDZB0AZ1                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w19.0_SFHo_pDZB0AZ1                                                 |
| w        |   20   |     0.4 |  3.368  | SFHo  |         1 |  0.946657 | 0.474956 |         0 | 1.61431 |       15.93  |  1.548 |  4.971 |  6.206 |  9.724 |  1.30977   | 0.36653318141471 | zwicky    | /home/newolfe/sneos_runs_hydro/w20.0_SFHo_gdDw4rwi                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w20.0_SFHo_gdDw4rwi                                                 |
| w        |   21   |     0.4 |  4.177  | SFHo  |         1 |  0.303395 | 0.197869 |         0 | 1.36374 |       16.161 |  1.458 |  5.314 |  6.62  |  9.541 |  1.07272   | 0.35260256956539 | zwicky    | /home/newolfe/sneos_runs_hydro/w21.0_SFHo_D9618L71                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w21.0_SFHo_D9618L71                                                 |
| w        |   22   |     0.4 |  3.091  | SFHo  |         1 |  0.981542 | 0.502111 |         0 | 1.62953 |       16.166 |  1.553 |  5.787 |  7.026 |  9.139 |  1.2299    | 0.37899394458253 | zwicky    | /home/newolfe/sneos_runs_hydro/w22.0_SFHo_ham7N764                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w22.0_SFHo_ham7N764                                                 |
| w        |   25   |     0.4 |  2.509  | SFHo  |         1 |  1.09103  | 0.550448 |         0 | 1.67423 |       15.839 |  1.6   |  6.981 |  8.238 |  7.601 |  0.917819  | 0.39827870895349 | zwicky    | /home/newolfe/sneos_runs_hydro/w25.0_SFHo_Sb1NdVVs                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w25.0_SFHo_Sb1NdVVs                                                 |
| w        |   26   |     0.4 |  4.252  | SFHo  |         1 |  0.70222  | 0.329775 |         0 | 1.52788 |       15.409 |  1.55  |  7.416 |  8.693 |  6.716 |  1.10063   | 0.29974039065600 | zwicky    | /home/newolfe/sneos_runs_hydro/w26.0_SFHo_3op8prLX                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w26.0_SFHo_3op8prLX                                                 |
| w        |   27   |     0.4 |  4.134  | SFHo  |         1 |  0.744969 | 0.364179 |         0 | 1.53799 |       15.215 |  1.534 |  7.831 |  9.116 |  6.099 |  1.08155   | 0.31948619351260 | zwicky    | /home/newolfe/sneos_runs_hydro/w27.0_SFHo_Yg0rG6BL                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w27.0_SFHo_Yg0rG6BL                                                 |
| w        |   28   |     0.4 |  3.834  | SFHo  |         1 |  0.618451 | 0.41822  |         0 | 1.50754 |       15.174 |  1.482 |  8.27  |  9.498 |  5.676 |  1.60673   | 0.39789998612632 | zwicky    | /home/newolfe/sneos_runs_hydro/w28.0_SFHo_1M8wX1oa                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w28.0_SFHo_1M8wX1oa                                                 |
| w        |   29   |     0.4 |  4.285  | SFHo  |         1 |  0.509831 | 0.314691 |         0 | 1.47615 |       14.17  |  1.473 |  8.681 |  9.924 |  4.246 |  1.12915   | 0.32323736101512 | zwicky    | /home/newolfe/sneos_runs_hydro/w29.0_SFHo_gZ07avbp                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w29.0_SFHo_gZ07avbp                                                 |
| w        |   30   |     0.4 |  4.056  | SFHo  |         1 |  0.712552 | 0.380907 |         0 | 1.5411  |       13.886 |  1.488 |  9.141 | 10.361 |  3.525 |  1.27171   | 0.34488704421545 | zwicky    | /home/newolfe/sneos_runs_hydro/w30.0_SFHo_87UamX92                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w30.0_SFHo_87UamX92                                                 |
| w        |   31   |     0.4 |  4.193  | SFHo  |         1 |  0.640251 | 0.349012 |         0 | 1.51693 |       13.634 |  1.488 |  9.611 | 10.821 |  2.813 |  1.18962   | 0.33122893145520 | zwicky    | /home/newolfe/sneos_runs_hydro/w31.0_SFHo_GUxST3Qa                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w31.0_SFHo_GUxST3Qa                                                 |
| w        |   32   |     0.4 |  3.827  | SFHo  |         1 |  0.891324 | 0.419236 |         0 | 1.579   |       13.414 |  1.536 | 10.07  | 11.27  |  2.144 |  1.17224   | 0.34962217312429 | zwicky    | /home/newolfe/sneos_runs_hydro/w32.0_SFHo_eboyQPbG                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w32.0_SFHo_eboyQPbG                                                 |
| z        |   12   |     0.4 |  2.777  | SFHo  |         1 |  0.070452 | 0.021804 |         0 | 1.27426 |       12.001 |  1.34  |  1.81  |  2.54  |  9.461 |  0.542299  | 0.43108358780968 | zwicky    | /home/newolfe/sneos_runs_hydro/z12.0_SFHo_MIVCAvOC                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z12.0_SFHo_MIVCAvOC                                                 |
| z        |   14   |     0.4 |  3.965  | SFHo  |         1 |  0.30309  | 0.153573 |         0 | 1.41987 |       14.001 |  1.397 |  2.315 |  3.308 | 10.693 |  1.11628   | 0.37708987682711 | zwicky    | /home/newolfe/sneos_runs_hydro/z14.0_SFHo_NIrHOSaX                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z14.0_SFHo_NIrHOSaX                                                 |
| z        |   16   |     0.4 |  3.883  | SFHo  |         1 |  0.233921 | 0.140235 |         0 | 1.34678 |       16.002 |  1.342 |  3.009 |  3.994 | 12.008 |  0.939943  | 0.34763199851540 | zwicky    | /home/newolfe/sneos_runs_hydro/z16.0_SFHo_hAcp2BMf                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z16.0_SFHo_hAcp2BMf                                                 |
| z        |   17   |     0.4 |  4.059  | SFHo  |         1 |  0.666906 | 0.38035  |         0 | 1.53721 |       17.002 |  1.587 |  3.161 |  4.392 | 12.61  |  1.87839   | 0.37100137304571 | zwicky    | /home/newolfe/sneos_runs_hydro/z17.0_SFHo_QOs9nA9Q                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z17.0_SFHo_QOs9nA9Q                                                 |
| z        |   19   |     0.4 |  4.32   | SFHo  |         1 |  0.42525  | 0.266056 |         0 | 1.4342  |       19.002 |  1.474 |  4.039 |  5.254 | 13.748 |  1.26383   | 0.30661760853706 | zwicky    | /home/newolfe/sneos_runs_hydro/z19.0_SFHo_fN0x8KWM                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z19.0_SFHo_fN0x8KWM                                                 |
| z        |   20   |     0.4 |  4.293  | SFHo  |         1 |  0.396828 | 0.240988 |         0 | 1.42784 |       20.002 |  1.484 |  4.551 |  5.816 | 14.186 |  1.1703    | 0.31710593919571 | zwicky    | /home/newolfe/sneos_runs_hydro/z20.0_SFHo_gcLuQqb1                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z20.0_SFHo_gcLuQqb1                                                 |
| z        |   21   |     0.4 |  4.054  | SFHo  |         1 |  0.271256 | 0.1698   |         0 | 1.35486 |       21.002 |  1.462 |  4.967 |  6.187 | 14.815 |  0.895528  | 0.33662387507611 | zwicky    | /home/newolfe/sneos_runs_hydro/z21.0_SFHo_UcxnpETl                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z21.0_SFHo_UcxnpETl                                                 |
| z        |   23   |     0.4 |  4.272  | SFHo  |         1 |  0.58646  | 0.321383 |         0 | 1.5005  |       23.002 |  1.495 |  5.889 |  7.175 | 15.828 |  1.22123   | 0.31998053812291 | zwicky    | /home/newolfe/sneos_runs_hydro/z23.0_SFHo_AeF8AkvM                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z23.0_SFHo_AeF8AkvM                                                 |
| z        |   27   |     0.4 |  4.123  | SFHo  |         1 |  0.75223  | 0.366673 |         0 | 1.53799 |       27.003 |  1.54  |  7.875 |  9.198 | 17.805 |  0.959335  | 0.31878969104506 | zwicky    | /home/newolfe/sneos_runs_hydro/z27.0_SFHo_HAef5ANP                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z27.0_SFHo_HAef5ANP                                                 |
| z        |   28   |     0.4 |  4.142  | SFHo  |         1 |  0.598236 | 0.362232 |         0 | 1.50832 |       28.003 |  1.494 |  8.243 |  9.595 | 18.407 |  1.00235   | 0.32674330388041 | zwicky    | /home/newolfe/sneos_runs_hydro/z28.0_SFHo_jL44rSfP                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z28.0_SFHo_jL44rSfP                                                 |
| z        |   29   |     0.4 |  4.278  | SFHo  |         1 |  0.566445 | 0.318288 |         0 | 1.48875 |       29.003 |  1.464 |  8.616 | 10.02  | 18.983 |  1.03647   | 0.32872760018263 | zwicky    | /home/newolfe/sneos_runs_hydro/z29.0_SFHo_9zteIAVV                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z29.0_SFHo_9zteIAVV                                                 |
| z        |   31   |     0.4 |  2.561  | SFHo  |         1 |  1.06034  | 0.546535 |         0 | 1.67273 |       31.003 |  1.561 |  9.62  | 11.155 | 19.848 |  0.773563  | 0.40405524010333 | zwicky    | /home/newolfe/sneos_runs_hydro/z31.0_SFHo_y1T5hGqL                                                       | /nucastro3/SNEOS/hydro/SFHo/z_series/z31.0_SFHo_y1T5hGqL                                                 |
| s        |   36   |     0.4 |  4.193  | SFHx  |         2 |  0.590055 | 0.348812 |         0 | 1.51051 |       10.303 |  1.486 |  8.817 |  0     |  0     |  1.06084   | 0.35311720212679 | zwicky    | /home/newolfe/sneos_runs_hydro/s36.0_SFHx_qbbXsrPJ                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s36.0_SFHx_qbbXsrPJ                                                 |
| z        |   31   |     0.4 |  2.572  | SFHx  |         2 |  1.05822  | 0.545646 |         0 | 1.6803  |       31.003 |  1.561 |  9.62  | 11.155 | 19.848 |  0.64955   | 0.42895766801380 | zwicky    | /home/newolfe/sneos_runs_hydro/z31.0_SFHx_u3720o7M                                                       | /nucastro3/SNEOS/hydro/SFHx/z_series/z31.0_SFHx_u3720o7M                                                 |
| w        |   22   |     0.4 |  3.099  | SFHx  |         2 |  0.980155 | 0.501382 |         0 | 1.63536 |       16.166 |  1.553 |  5.787 |  7.026 |  9.139 |  1.12459   | 0.40334786102659 | zwicky    | /home/newolfe/sneos_runs_hydro/w22.0_SFHx_fdvBiqGw                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w22.0_SFHx_fdvBiqGw                                                 |
| w        |   28   |     0.4 |  3.83   | SFHx  |         2 |  0.619828 | 0.418861 |         0 | 1.51444 |       15.174 |  1.482 |  8.27  |  9.498 |  5.676 |  1.41902   | 0.41758128282891 | zwicky    | /home/newolfe/sneos_runs_hydro/w28.0_SFHx_hikTxLUC                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w28.0_SFHx_hikTxLUC                                                 |
| s        |   12   |     0.4 |  3.155  | SFHx  |         2 |  0.174844 | 0.055016 |         0 | 1.321   |       10.924 |  1.274 |  1.97  |  3.01  |  7.914 |  0.655621  | 0.51069779754865 | zwicky    | /home/newolfe/sneos_runs_hydro/s12.0_SFHx_5oANPmX7                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s12.0_SFHx_5oANPmX7                                                 |
| w        |   32   |     0.4 |  3.829  | SFHx  |         2 |  0.890996 | 0.41901  |         0 | 1.58148 |       13.414 |  1.536 | 10.07  | 11.27  |  2.144 |  1.04493   | 0.36474141640510 | zwicky    | /home/newolfe/sneos_runs_hydro/w32.0_SFHx_QgYMqoNO                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w32.0_SFHx_QgYMqoNO                                                 |
| w        |   14   |     0.4 |  4.312  | SFHx  |         2 |  0.512801 | 0.255283 |         0 | 1.48767 |       12.006 |  1.518 |  2.798 |  3.973 |  8.033 |  1.43691   | 0.38162825502057 | zwicky    | /home/newolfe/sneos_runs_hydro/w14.0_SFHx_3IEqXKkh                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w14.0_SFHx_3IEqXKkh                                                 |
| w        |   17   |     0.4 |  4.29   | SFHx  |         2 |  0.350776 | 0.239074 |         0 | 1.39457 |       14.117 |  1.408 |  3.808 |  5.057 |  9.06  |  1.20924   | 0.32448536959104 | zwicky    | /home/newolfe/sneos_runs_hydro/w17.0_SFHx_6nYK9Wns                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w17.0_SFHx_6nYK9Wns                                                 |
| w        |   19   |     0.4 |  4.302  | SFHx  |         2 |  0.497104 | 0.304774 |         0 | 1.47108 |       15.478 |  1.44  |  4.551 |  5.81  |  9.668 |  1.32853   | 0.33729486773814 | zwicky    | /home/newolfe/sneos_runs_hydro/w19.0_SFHx_0tf66lBX                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w19.0_SFHx_0tf66lBX                                                 |
| s        |   34   |     0.4 |  3.852  | SFHx  |         2 |  0.850088 | 0.415539 |         0 | 1.57761 |       11.775 |  1.529 | 10.246 |  0     |  0     |  0.966982  | 0.36214890081927 | zwicky    | /home/newolfe/sneos_runs_hydro/s34.0_SFHx_XUfcsRG7                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s34.0_SFHx_XUfcsRG7                                                 |
| s        |   40   |     0.4 |  3.905  | SFHx  |         2 |  0.930894 | 0.407423 |         0 | 1.6     |        8.745 |  1.564 |  7.18  |  0     |  0     |  0.976252  | 0.34402640708899 | zwicky    | /home/newolfe/sneos_runs_hydro/s40.0_SFHx_Xaz15Cvh                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s40.0_SFHx_Xaz15Cvh                                                 |
| s        |   33   |     0.4 |  4.123  | SFHx  |         2 |  0.679457 | 0.366778 |         0 | 1.534   |       11.44  |  1.512 |  8.932 | 11.32  |  0.12  |  1.01071   | 0.34568673813257 | zwicky    | /home/newolfe/sneos_runs_hydro/s33.0_SFHx_XcdLLt1B                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s33.0_SFHx_XcdLLt1B                                                 |
| w        |   30   |     0.4 |  4.055  | SFHx  |         2 |  0.712907 | 0.381057 |         0 | 1.54337 |       13.886 |  1.488 |  9.141 | 10.361 |  3.525 |  1.13651   | 0.35832597738190 | zwicky    | /home/newolfe/sneos_runs_hydro/w30.0_SFHx_ALeJL7sv                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w30.0_SFHx_ALeJL7sv                                                 |
| s        |   11   |     0.4 |  2.634  | SFHx  |         2 |  0.060487 | 0.010333 |         0 | 1.27688 |       10.612 |  1.228 |  1.745 |  2.776 |  7.837 |  0.543385  | 0.39234866374317 | zwicky    | /home/newolfe/sneos_runs_hydro/s11.0_SFHx_LsGeaWHj                                                       | /nucastro3/SNEOS/hydro/SFHx/s_series/s11.0_SFHx_LsGeaWHj                                                 |
| w        |   25   |     0.4 |  2.523  | SFHx  |         2 |  1.08874  | 0.549395 |         0 | 1.68181 |       15.839 |  1.6   |  6.981 |  8.238 |  7.601 |  0.808792  | 0.42883809098888 | zwicky    | /home/newolfe/sneos_runs_hydro/w25.0_SFHx_Y7OgSLON                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w25.0_SFHx_Y7OgSLON                                                 |
