| Series   |   Mass |   Trise |   kpush | EOS   |   EOS int |     xi175 |    xi200 |   Outcome |   M_rem |   M_collapse |   M_Fe |   M_CO |   M_He |    M_H |      E_exp | t_exp            | machine   | working_dir                                                                                              | target_dir                                                                                               |
| s        |   34   |     0.4 |  3.889  | BHBlp |         3 |  0.870158 | 0.409926 |         0 | 1.60296 |       11.775 |  1.529 | 10.246 |  0     |  0     |  0.993916  | 0.38638684362794 | zwicky    | /home/newolfe/sneos_runs_hydro/s34.0_BHBlp_3gLTqTyC                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s34.0_BHBlp_3gLTqTyC                                               |
| w        |   40   |     0.4 |  0      | SFHo  |         1 |  1.59457  | 0.993765 |         2 | 9.538   |       15.336 |  1.836 | 13.581 | 14.682 |  0.655 | -1.24162   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w40.0_SFHo_n6Wagizy                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w40.0_SFHo_n6Wagizy                                                 |
| w        |   35   |     0.4 |  0.3045 | SFHo  |         1 |  1.23765  | 0.684775 |         4 | 9.502   |       13.663 |  1.614 | 11.426 | 12.561 |  1.102 | -0.614377  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w35.0_SFHo_ytTcKP7N                                                       | /nucastro3/SNEOS/hydro/SFHo/w_series/w35.0_SFHo_ytTcKP7N                                                 |
| s        |   23   |     0.4 |  0      | SFHo  |         1 |  1.45077  | 0.850147 |         4 | 6.502   |       12.998 |  1.615 |  6.338 |  7.577 |  5.421 | -0.120582  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/s23.0_SFHo_QdvgzqMn                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s23.0_SFHo_QdvgzqMn                                                 |
| u        |   37   |     0.4 |  0      | SFHo  |         1 |  1.71727  | 1.09312  |         2 | 9.614   |       36.973 |  1.866 | 11.935 | 13.893 | 23.079 | -1.21231   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u37.0_SFHo_gg4hjM8j                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u37.0_SFHo_gg4hjM8j                                                 |
| u        |   21   |     0.4 |  0      | SFHo  |         1 |  1.33104  | 0.783815 |         4 | 5.568   |       20.995 |  1.639 |  5.147 |  6.753 | 14.242 | -0.137264  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u21.0_SFHo_k9ExXbcn                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u21.0_SFHo_k9ExXbcn                                                 |
| w        |   40   |     0.4 |  0      | SFHx  |         2 |  1.59645  | 0.994975 |         2 | 9.533   |       15.336 |  1.836 | 13.581 | 14.682 |  0.655 | -1.2431    | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w40.0_SFHx_z7rGmHIo                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w40.0_SFHx_z7rGmHIo                                                 |
| u        |   29   |     0.4 |  0      | SFHx  |         2 |  1.41485  | 0.817733 |         4 | 9.13    |       28.985 |  1.638 |  8.965 | 10.793 | 18.192 | -0.299763  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u29.0_SFHx_xpuHZxmb                                                       | /nucastro3/SNEOS/hydro/SFHx/u_series/u29.0_SFHx_xpuHZxmb                                                 |
| w        |   24   |     0.4 |  0      | SFHx  |         2 |  1.29211  | 0.778985 |         4 | 6.836   |       16.22  |  1.603 |  6.558 |  7.801 |  8.418 | -0.124821  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w24.0_SFHx_HcPS7QMW                                                       | /nucastro3/SNEOS/hydro/SFHx/w_series/w24.0_SFHx_HcPS7QMW                                                 |
| u        |   22   |     0.4 |  0      | SFHx  |         2 |  1.3692   | 0.812535 |         4 | 5.759   |       21.995 |  1.776 |  5.317 |  6.88  | 15.114 | -0.155028  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u22.0_SFHx_bCEohZk2                                                       | /nucastro3/SNEOS/hydro/SFHx/u_series/u22.0_SFHx_bCEohZk2                                                 |
| w        |   23   |     0.4 |  0      | BHBlp |         3 |  1.44391  | 0.841147 |         2 | 6.429   |       16.376 |  1.656 |  6.16  |  7.403 |  8.973 | -0.113019  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w23.0_BHBlp_GXKOSa7q                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w23.0_BHBlp_GXKOSa7q                                               |
| s        |   23   |     0.4 |  0      | BHBlp |         3 |  1.44297  | 0.846754 |         2 | 6.497   |       12.998 |  1.615 |  6.338 |  7.577 |  5.421 | -0.121209  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/s23.0_BHBlp_Ml7I3W2Q                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s23.0_BHBlp_Ml7I3W2Q                                               |
| z        |   33   |     0.4 |  0      | BHBlp |         3 |  1.29097  | 0.736094 |         4 | 9.513   |       33.003 |  1.618 | 10.361 | 12.451 | 20.552 | -0.66047   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z33.0_BHBlp_8g18UQm3                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z33.0_BHBlp_8g18UQm3                                               |
| w        |   26   |     0.4 |  4.262  | BHBlp |         3 |  0.692589 | 0.325667 |         0 | 1.54631 |       15.409 |  1.55  |  7.416 |  8.693 |  6.716 |  1.01933   | 0.32052887958194 | zwicky    | /home/newolfe/sneos_runs_hydro/w26.0_BHBlp_HLWMbgMk                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w26.0_BHBlp_HLWMbgMk                                               |
| z        |   34   |     0.4 |  0      | BHBlp |         3 |  1.47929  | 0.859588 |         2 | 9.54    |       34.003 |  1.651 | 10.888 | 13.081 | 20.922 | -0.836372  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z34.0_BHBlp_iS6FwrWb                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z34.0_BHBlp_iS6FwrWb                                               |
| w        |   30   |     0.4 |  4.075  | BHBlp |         3 |  0.741186 | 0.377105 |         0 | 1.56874 |       13.886 |  1.488 |  9.141 | 10.361 |  3.525 |  1.12586   | 0.38409766929066 | zwicky    | /home/newolfe/sneos_runs_hydro/w30.0_BHBlp_cYQrlnnj                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w30.0_BHBlp_cYQrlnnj                                               |
| w        |   24   |     0.4 |  0      | BHBlp |         3 |  1.34366  | 0.774555 |         4 | 6.838   |       16.22  |  1.603 |  6.558 |  7.801 |  8.418 | -0.124355  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w24.0_BHBlp_ux81Wv4W                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w24.0_BHBlp_ux81Wv4W                                               |
| w        |   27   |     0.4 |  4.154  | BHBlp |         3 |  0.735395 | 0.359275 |         0 | 1.55914 |       15.215 |  1.534 |  7.831 |  9.116 |  6.099 |  0.987378  | 0.34615868098467 | zwicky    | /home/newolfe/sneos_runs_hydro/w27.0_BHBlp_ulQKmb15                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w27.0_BHBlp_ulQKmb15                                               |
| z        |   27   |     0.4 |  4.144  | BHBlp |         3 |  0.742438 | 0.361806 |         0 | 1.55914 |       27.003 |  1.54  |  7.875 |  9.198 | 17.805 |  0.860197  | 0.34655032907316 | zwicky    | /home/newolfe/sneos_runs_hydro/z27.0_BHBlp_KlDVqNPW                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z27.0_BHBlp_KlDVqNPW                                               |
| z        |   35   |     0.4 |  0      | BHBlp |         3 |  1.6019   | 0.945662 |         2 | 9.564   |       35.004 |  1.796 | 11.401 | 13.601 | 21.402 | -1.06964   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z35.0_BHBlp_wqHNLkCt                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z35.0_BHBlp_wqHNLkCt                                               |
| w        |   19   |     0.4 |  4.305  | BHBlp |         3 |  0.519844 | 0.302026 |         0 | 1.49315 |       15.478 |  1.44  |  4.551 |  5.81  |  9.668 |  1.34023   | 0.36149305178437 | zwicky    | /home/newolfe/sneos_runs_hydro/w19.0_BHBlp_LEGm2TV7                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w19.0_BHBlp_LEGm2TV7                                               |
| z        |   32   |     0.4 |  0      | BHBlp |         3 |  1.28523  | 0.734975 |         2 | 9.5     |       32.003 |  1.609 | 10.408 | 12.203 | 19.8   | -0.654529  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z32.0_BHBlp_0tMr9fmJ                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z32.0_BHBlp_0tMr9fmJ                                               |
| s        |   26   |     0.4 |  2.158  | BHBlp |         3 |  1.13468  | 0.575931 |         4 | 1.985   |       12.942 |  1.61  |  6.869 |  8.67  |  4.272 |  0.571637  | 0.54895817392759 | zwicky    | /home/newolfe/sneos_runs_hydro/s26.0_BHBlp_krj5INjS                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s26.0_BHBlp_krj5INjS                                               |
| z        |   37   |     0.4 |  0      | BHBlp |         3 |  1.67279  | 1.00481  |         2 | 9.58    |       37.004 |  1.851 | 12.217 | 13.623 | 23.381 | -1.33343   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z37.0_BHBlp_xxkqFSuB                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z37.0_BHBlp_xxkqFSuB                                               |
| w        |   28   |     0.4 |  3.862  | BHBlp |         3 |  0.609608 | 0.414058 |         0 | 1.54872 |       15.174 |  1.482 |  8.27  |  9.498 |  5.676 |  1.33203   | 0.45797825301625 | zwicky    | /home/newolfe/sneos_runs_hydro/w28.0_BHBlp_8cIkyKoq                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w28.0_BHBlp_8cIkyKoq                                               |
| z        |   25   |     0.4 |  0      | BHBlp |         3 |  1.46387  | 0.865836 |         2 | 6.626   |       25.003 |  1.81  |  6.386 |  7.776 | 17.227 | -0.279594  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z25.0_BHBlp_zrQmaYlN                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z25.0_BHBlp_zrQmaYlN                                               |
| s        |   24   |     0.4 |  0      | BHBlp |         3 |  1.42823  | 0.836076 |         4 | 6.84    |       14.011 |  1.663 |  6.562 |  7.783 |  6.229 | -0.122279  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/s24.0_BHBlp_jBD5BGTc                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s24.0_BHBlp_jBD5BGTc                                               |
| z        |   26   |     0.4 |  0      | BHBlp |         3 |  1.28598  | 0.751438 |         4 | 7.121   |       26.003 |  1.651 |  6.709 |  8.293 | 17.71  | -0.286295  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z26.0_BHBlp_VX9bT27y                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z26.0_BHBlp_VX9bT27y                                               |
| w        |   25   |     0.4 |  2.628  | BHBlp |         3 |  1.07129  | 0.541322 |         0 | 1.72072 |       15.839 |  1.6   |  6.981 |  8.238 |  7.601 |  0.740208  | 0.48448213038075 | zwicky    | /home/newolfe/sneos_runs_hydro/w25.0_BHBlp_TCmAw0Yv                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w25.0_BHBlp_TCmAw0Yv                                               |
| z        |   24   |     0.4 |  0      | BHBlp |         3 |  1.47037  | 0.854404 |         2 | 6.461   |       24.002 |  1.663 |  6.141 |  7.501 | 16.502 | -0.254718  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z24.0_BHBlp_rIpUltnD                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z24.0_BHBlp_rIpUltnD                                               |
| s        |   22   |     0.4 |  4.299  | BHBlp |         3 |  0.379029 | 0.244717 |         4 | 1.574   |       14.417 |  1.442 |  5.649 |  6.95  |  7.467 |  1.12408   | 0.35315964258010 | zwicky    | /home/newolfe/sneos_runs_hydro/s22.0_BHBlp_j2qC6IAm                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s22.0_BHBlp_j2qC6IAm                                               |
| z        |   36   |     0.4 |  0      | BHBlp |         3 |  1.65066  | 0.991843 |         2 | 9.572   |       36.004 |  1.86  | 12.026 | 13.883 | 22.12  | -1.24765   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/z36.0_BHBlp_nE8vPayZ                                                      | /nucastro3/SNEOS/hydro/BHBlp/z_series/z36.0_BHBlp_nE8vPayZ                                               |
| s        |   15   |     0.4 |  4.321  | BHBlp |         3 |  0.567518 | 0.281197 |         0 | 1.53268 |       12.642 |  1.554 |  2.937 |  4.127 |  8.515 |  1.53042   | 0.40689263760698 | zwicky    | /home/newolfe/sneos_runs_hydro/s15.0_BHBlp_s1YXm7nh                                                      | /nucastro3/SNEOS/hydro/BHBlp/s_series/s15.0_BHBlp_s1YXm7nh                                               |
| u        |   32   |     0.4 |  0      | TM1   |         4 |  1.44622  | 0.874652 |         4 | 9.609   |       31.982 |  1.66  |  9.774 | 11.591 | 20.391 | -0.41312   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u32.0_TM1_kK1oKKus                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u32.0_TM1_kK1oKKus                                                   |
| u        |   23   |     0.4 |  0      | TM1   |         4 |  1.3363   | 0.824394 |         4 | 6.138   |       22.994 |  1.606 |  5.676 |  7.256 | 15.738 | -0.168403  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u23.0_TM1_uWOqAC6R                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u23.0_TM1_uWOqAC6R                                                   |
| u        |   22   |     0.4 |  0      | TM1   |         4 |  1.3906   | 0.821562 |         4 | 5.759   |       21.995 |  1.776 |  5.317 |  6.88  | 15.114 | -0.15482   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u22.0_TM1_nGSwfsyR                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u22.0_TM1_nGSwfsyR                                                   |
| u        |   15   |     0.4 |  4.32   | TM1   |         4 |  0.51737  | 0.266836 |         0 | 1.51492 |       14.999 |  1.44  |  3.005 |  4.328 | 10.67  |  1.5724    | 0.38862604832188 | zwicky    | /home/newolfe/sneos_runs_hydro/u15.0_TM1_wmIKN9cw                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u15.0_TM1_wmIKN9cw                                                   |
| u        |   21   |     0.4 |  0      | TM1   |         4 |  1.3523   | 0.79169  |         2 | 5.556   |       20.995 |  1.639 |  5.147 |  6.753 | 14.242 | -0.137556  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u21.0_TM1_vA5n4btF                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u21.0_TM1_vA5n4btF                                                   |
| u        |   17   |     0.4 |  4.095  | TM1   |         4 |  0.263568 | 0.178291 |         0 | 1.38187 |       16.998 |  1.526 |  3.53  |  4.996 | 12.002 |  1.25448   | 0.27335957318572 | zwicky    | /home/newolfe/sneos_runs_hydro/u17.0_TM1_XJqbPS81                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u17.0_TM1_XJqbPS81                                                   |
| u        |   29   |     0.4 |  0      | TM1   |         4 |  1.44241  | 0.829115 |         4 | 9.124   |       28.985 |  1.638 |  8.965 | 10.793 | 18.192 | -0.298915  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u29.0_TM1_YRgScZIA                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u29.0_TM1_YRgScZIA                                                   |
| w        |   35   |     0.4 |  0.1744 | TM1   |         4 |  1.19164  | 0.69135  |         3 | 9.468   |       13.663 |  1.614 | 11.426 | 12.561 |  1.102 | -0.623487  | 2.33513721642398 | zwicky    | /home/newolfe/sneos_runs_hydro/w35.0_TM1_stTiVnkF                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w35.0_TM1_stTiVnkF                                                   |
| s        |   23   |     0.4 |  0      | TM1   |         4 |  1.47793  | 0.861315 |         4 | 6.506   |       12.998 |  1.615 |  6.338 |  7.577 |  5.421 | -0.119936  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/s23.0_TM1_nh4qIVVn                                                        | /nucastro3/SNEOS/hydro/TM1/s_series/s23.0_TM1_nh4qIVVn                                                   |
| w        |   40   |     0.4 |  0      | TM1   |         4 |  1.62226  | 0.960331 |         2 | 9.541   |       15.336 |  1.836 | 13.581 | 14.682 |  0.655 | -1.23801   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w40.0_TM1_9BTPKGtZ                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w40.0_TM1_9BTPKGtZ                                                   |
| w        |   24   |     0.4 |  0      | TM1   |         4 |  1.31457  | 0.786858 |         4 | 6.838   |       16.22  |  1.603 |  6.558 |  7.801 |  8.418 | -0.124173  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w24.0_TM1_x85aphEw                                                        | /nucastro3/SNEOS/hydro/TM1/w_series/w24.0_TM1_x85aphEw                                                   |
| u        |   33   |     0.4 |  0      | TM1   |         4 |  1.57529  | 0.97244  |         2 | 9.569   |       32.98  |  1.803 | 10.48  | 12.294 | 20.686 | -0.647669  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u33.0_TM1_1m416D7N                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u33.0_TM1_1m416D7N                                                   |
| u        |   31   |     0.4 |  0      | TM1   |         4 |  1.43891  | 0.829593 |         4 | 9.575   |       30.983 |  1.647 |  9.578 | 11.394 | 19.589 | -0.360149  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u31.0_TM1_xsyESeNh                                                        | /nucastro3/SNEOS/hydro/TM1/u_series/u31.0_TM1_xsyESeNh                                                   |
| u        |   22   |     0.4 |  0      | NL3   |         5 |  1.39361  | 0.817072 |         4 | 5.758   |       21.995 |  1.776 |  5.317 |  6.88  | 15.114 | -0.15452   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u22.0_NL3_5CAaLx7W                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u22.0_NL3_5CAaLx7W                                                   |
| u        |   29   |     0.4 |  0      | NL3   |         5 |  1.38701  | 0.829222 |         4 | 9.131   |       28.985 |  1.638 |  8.965 | 10.793 | 18.192 | -0.298519  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u29.0_NL3_YQINNel8                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u29.0_NL3_YQINNel8                                                   |
| u        |   15   |     0.4 |  4.321  | NL3   |         5 |  0.520576 | 0.268137 |         0 | 1.5154  |       14.999 |  1.44  |  3.005 |  4.328 | 10.67  |  1.61746   | 0.38734384203630 | zwicky    | /home/newolfe/sneos_runs_hydro/u15.0_NL3_FXgQvEzI                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u15.0_NL3_FXgQvEzI                                                   |
| w        |   23   |     0.4 |  0      | NL3   |         5 |  1.42074  | 0.85502  |         4 | 6.436   |       16.376 |  1.656 |  6.16  |  7.403 |  8.973 | -0.111441  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w23.0_NL3_mbJzBtr9                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w23.0_NL3_mbJzBtr9                                                   |
| s        |   23   |     0.4 |  0      | NL3   |         5 |  1.49323  | 0.861374 |         4 | 6.505   |       12.998 |  1.615 |  6.338 |  7.577 |  5.421 | -0.119637  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/s23.0_NL3_oJel3c3m                                                        | /nucastro3/SNEOS/hydro/NL3/s_series/s23.0_NL3_oJel3c3m                                                   |
| u        |   17   |     0.4 |  4.096  | NL3   |         5 |  0.26417  | 0.178549 |         0 | 1.38005 |       16.998 |  1.526 |  3.53  |  4.996 | 12.002 |  1.31404   | 0.26702121575479 | zwicky    | /home/newolfe/sneos_runs_hydro/u17.0_NL3_FG7CKof6                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u17.0_NL3_FG7CKof6                                                   |
| u        |   23   |     0.4 |  0      | NL3   |         5 |  1.34248  | 0.82169  |         4 | 6.139   |       22.994 |  1.606 |  5.676 |  7.256 | 15.738 | -0.168285  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u23.0_NL3_xB1UJ8gT                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u23.0_NL3_xB1UJ8gT                                                   |
| u        |   32   |     0.4 |  0      | NL3   |         5 |  1.46673  | 0.878061 |         4 | 9.6     |       31.982 |  1.66  |  9.774 | 11.591 | 20.391 | -0.414824  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u32.0_NL3_a7xv7Cu8                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u32.0_NL3_a7xv7Cu8                                                   |
| u        |   33   |     0.4 |  0      | NL3   |         5 | 45.6802   | 1.38699  |         4 | 9.624   |       32.98  |  1.803 | 10.48  | 12.294 | 20.686 | -0.626025  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/u33.0_NL3_Zdt2rqFY                                                        | /nucastro3/SNEOS/hydro/NL3/u_series/u33.0_NL3_Zdt2rqFY                                                   |
| w        |   35   |     0.4 |  0.3446 | NL3   |         5 |  1.19036  | 0.682728 |         2 | 9.476   |       13.663 |  1.614 | 11.426 | 12.561 |  1.102 | -0.615396  | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w35.0_NL3_db5ZlI1P                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w35.0_NL3_db5ZlI1P                                                   |
| w        |   40   |     0.4 |  0      | NL3   |         5 | 46.1745   | 1.58948  |         4 | 9.59    |       15.336 |  1.836 | 13.581 | 14.682 |  0.655 | -1.22091   | nan              | zwicky    | /home/newolfe/sneos_runs_hydro/w40.0_NL3_thD7S2oz                                                        | /nucastro3/SNEOS/hydro/NL3/w_series/w40.0_NL3_thD7S2oz                                                   |
| w        |   16   |     0.4 |  4.238  | BHBlp |         3 |  0.326931 | 0.216288 |         0 | 1.37881 |       13.595 |  1.376 |  3.436 |  4.65  |  8.944 |  1.20676   | 0.34863091216681 | dhruva    | /data/newolfe/sneos_runs_hydro/w16.0_BHBlp_IXEOqrZF                                                      | /nucastro3/SNEOS/hydro/BHBlp/w_series/w16.0_BHBlp_IXEOqrZF                                               |
| s        |   36   |     0.4 |  4.233  | NL3   |         5 |  0.602873 | 0.336651 |         0 | 1.541   |       10.303 |  1.486 |  8.817 |  0     |  0     |  1.3102    | 0.35084254318883 | dhruva    | /data/newolfe/sneos_runs_hydro/s36.0_NL3_0Tg9XQu3                                                        | /nucastro3/SNEOS/hydro/NL3/s_series/s36.0_NL3_0Tg9XQu3                                                   |
| s        |   24   |     0.4 |  0      | SFHo  |         1 |  1.43559  | 0.839151 |         4 | 6.837   |       14.011 |  1.663 |  6.562 |  7.783 |  6.229 | -0.122808  | nan              | dhruva    | /data/newolfe/sneos_runs_hydro/s24.0_SFHo_qpHeG5Va                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s24.0_SFHo_qpHeG5Va                                                 |
| s        |   25   |     0.4 |  1.643  | SFHo  |         1 |  1.14533  | 0.60972  |         0 | 1.72508 |       12.531 |  1.62  |  7.131 |  8.364 |  4.167 |  0.48799   | 0.45967466965138 | dhruva    | /data/newolfe/sneos_runs_hydro/s25.0_SFHo_nNk2QzLb                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s25.0_SFHo_nNk2QzLb                                                 |
| s        |   26   |     0.4 |  2.017  | SFHo  |         1 |  1.09824  | 0.585555 |         0 | 1.69597 |       12.942 |  1.61  |  6.869 |  8.67  |  4.272 |  0.684632  | 0.43349751078821 | dhruva    | /data/newolfe/sneos_runs_hydro/s26.0_SFHo_5K3MDsGC                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s26.0_SFHo_5K3MDsGC                                                 |
| s        |   27   |     0.4 |  4.284  | SFHo  |         1 |  0.54332  | 0.315321 |         0 | 1.48402 |       12.45  |  1.507 |  7.196 |  9.095 |  3.355 |  1.08489   | 0.31507084260740 | dhruva    | /data/newolfe/sneos_runs_hydro/s27.0_SFHo_utN1Jbo4                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s27.0_SFHo_utN1Jbo4                                                 |
| s        |   28   |     0.4 |  4.293  | SFHo  |         1 |  0.499497 | 0.310604 |         0 | 1.47772 |       12.67  |  1.505 |  8.225 |  9.411 |  3.26  |  1.03801   | 0.30386669542268 | dhruva    | /data/newolfe/sneos_runs_hydro/s28.0_SFHo_GgIYW2De                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s28.0_SFHo_GgIYW2De                                                 |
| s        |   29   |     0.4 |  4.322  | SFHo  |         1 |  0.435834 | 0.279752 |         0 | 1.42624 |       12.614 |  1.534 |  7.58  |  9.531 |  3.084 |  1.2039    | 0.34673889578712 | dhruva    | /data/newolfe/sneos_runs_hydro/s29.0_SFHo_sFQ9KIBv                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s29.0_SFHo_sFQ9KIBv                                                 |
| s        |   30   |     0.4 |  4.057  | SFHo  |         1 |  0.588191 | 0.380769 |         0 | 1.49346 |       12.243 |  1.462 |  9.121 | 10.014 |  2.23  |  1.49893   | 0.39043226953623 | dhruva    | /data/newolfe/sneos_runs_hydro/s30.0_SFHo_8V4xmal9                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s30.0_SFHo_8V4xmal9                                                 |
| s        |   31   |     0.4 |  4.319  | SFHo  |         1 |  0.390906 | 0.264047 |         0 | 1.4111  |       11.712 |  1.449 |  8.494 | 10.56  |  1.152 |  0.974291  | 0.31771975294652 | dhruva    | /data/newolfe/sneos_runs_hydro/s31.0_SFHo_8dVi3bij                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s31.0_SFHo_8dVi3bij                                                 |
| s        |   32   |     0.4 |  4.26   | SFHo  |         1 |  0.550473 | 0.326523 |         0 | 1.48638 |       11.995 |  1.481 |  8.349 | 10.441 |  1.553 |  1.19745   | 0.33020683239709 | dhruva    | /data/newolfe/sneos_runs_hydro/s32.0_SFHo_SuztOxSy                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s32.0_SFHo_SuztOxSy                                                 |
| s        |   33   |     0.4 |  4.123  | SFHo  |         1 |  0.679004 | 0.366588 |         0 | 1.53255 |       11.44  |  1.512 |  8.932 | 11.32  |  0.12  |  1.13647   | 0.33395985957364 | dhruva    | /data/newolfe/sneos_runs_hydro/s33.0_SFHo_2kchyBqa                                                       | /nucastro3/SNEOS/hydro/SFHo/s_series/s33.0_SFHo_2kchyBqa                                                 |
| u        |   11   |     0.4 |  3.359  | SFHo  |         1 |  0.209231 | 0.075272 |         0 | 1.34678 |       11     |  1.284 |  2.039 |  3.045 |  7.955 |  0.873707  | 0.45199903885777 | dhruva    | /data/newolfe/sneos_runs_hydro/u11.0_SFHo_bxbTOhSA                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u11.0_SFHo_bxbTOhSA                                                 |
| u        |   12   |     0.4 |  4.037  | SFHo  |         1 |  0.311812 | 0.166553 |         0 | 1.3943  |       12     |  1.365 |  2.3   |  3.39  |  8.609 |  1.25967   | 0.39722903439613 | dhruva    | /data/newolfe/sneos_runs_hydro/u12.0_SFHo_170vn9AD                                                       | /nucastro3/SNEOS/hydro/SFHo/u_series/u12.0_SFHo_170vn9AD                                                 |
