,KL,TV
0,0.1188657635578198,0.17045003651931437
1,0.05431711273127352,0.11750189168890077
2,0.016938113245151078,0.0650088884626312
3,0.0518727291562152,0.11460164850361432
4,0.04595275430914417,0.10756880639415486
5,0.06250286527206611,0.12482594206259226
6,0.01332477487533706,0.05475484848042468
7,0.08319094737719741,0.14629825322871826
8,0.03891945561282021,0.0964389727849563
9,0.064407618999652,0.12901466033318426
10,0.04410892426032594,0.10202312017547617
11,0.06960315544524522,0.1320054700234802
12,0.022598988922052116,0.062063856773838584
13,0.015734285855472478,0.06345314779747477
14,0.09303031190714273,0.1534653402970261
15,0.022089249738581826,0.06502927109546848
16,0.08596436030420888,0.1487584378030933
17,0.03330142500139078,0.0909359165454757
18,0.05421499938340669,0.11241217249489215
19,0.033949020524629996,0.09205390237509342
20,0.039237623289212945,0.10099432524065745
21,0.029699589677628317,0.08683327577947723
22,0.031077324776901418,0.08733373760550286
23,0.08426061292156763,0.14413126904633738
24,0.048393780269615556,0.10871107445765621
25,0.019077096817072217,0.06743304148471481
26,0.05448414135550358,0.11325406261372578
27,0.02725785202948034,0.0798474328962006
28,0.03155117700903465,0.09016295810707475
29,0.021127798405852084,0.06880994515401273
30,0.04666951970662203,0.1048984844516237
31,0.028977576954015084,0.08271608556745207
32,0.04979928660988427,0.11452914335797676
33,0.05120818772625238,0.11576244619304299
34,0.04512783046312018,0.10396184344364849
35,0.04883933492100359,0.11105163533528663
36,0.03364672314818431,0.0916647227821944
37,0.015587125904105935,0.036366802090589706
38,0.009961913957312196,0.038580676278002754
39,0.061179138630599705,0.12366664661552247
40,0.0466974678431961,0.10967133335784855
41,0.009735984121330931,0.048041555091782685
42,0.16256326703954682,0.20024024047295436
43,0.026498989846455965,0.08162008626049667
44,0.07791418922181102,0.13829252451442484
45,0.044768203637355466,0.1057846796054649
46,0.07611828321890467,0.13907137829554164
47,0.020170652800406596,0.06506332638681545
48,0.05665571889253993,0.12010441019209567
49,0.06130737802218311,0.12640565247458094
50,0.021520697975407822,0.07054715414531706
51,0.0175788620526992,0.06561649649308135
52,0.012143283082925635,0.04176258765075266
53,0.04973436441893519,0.11273572921198215
54,0.01832451953423969,0.06477363222302983
55,0.020139803053028364,0.07213363192410338
56,0.06459089359442423,0.12736824529034813
57,0.09348509581512933,0.1548700417554138
58,0.07507242225728801,0.1374171804375565
