,KL,TV
0,0.08395022664175958,0.14637311014543244
1,0.032942345931418246,0.08661031456061158
2,0.10075750889121174,0.1547141358510028
3,0.04094803592783301,0.09943831186622505
4,0.05699897412582848,0.11981551191852993
5,0.02837798835449573,0.08571015508029423
6,0.0689225890087673,0.13243711114322954
7,0.025412977029762543,0.07812708370494131
8,0.09117890591016559,0.147278182623618
9,0.13789644638677162,0.1810294232946994
10,0.0815425902435643,0.14081113860939484
11,0.08756408794440022,0.13962828730956348
12,0.035852443378930884,0.09610533871853827
13,0.13782498601084867,0.18065613999512828
14,0.11513965611489267,0.16957458704932993
15,0.033604927325517286,0.09406817896231817
16,0.14953229550643674,0.1919064683858124
17,0.06720662638682022,0.1271995154086137
18,0.12550464597835745,0.17785520843591449
19,0.07621870963049426,0.1397000551513505
20,0.037394578487918786,0.09713105711836749
21,0.05891400584737051,0.11856793711656619
22,0.09151282432012467,0.15122849551069428
23,0.12113696097187318,0.17096335473317184
24,0.11474269255834474,0.16718781378222253
25,0.09351959634422949,0.15384157612682248
26,0.11846270654172714,0.17249310730868783
27,0.04592481518643228,0.1102077716309706
28,0.06426205682370141,0.1276396124717035
29,0.16015400566321059,0.20315644989056503
30,0.06922280317141641,0.13234257884489956
31,0.07943378237163243,0.1427934301827479
32,0.01304950705402283,0.05695660555450355
33,0.06710142811183624,0.1310625799816705
34,0.0399717821742595,0.1003264422315236
35,0.047964877415665,0.10859804075103556
36,0.05548134158861308,0.11884611281105727
37,0.06221110030797916,0.1233225959538395
38,0.04669843121872332,0.10783072370928187
39,0.10926195946218435,0.1597582637176071
40,0.03470296618693629,0.09239237200252984
41,0.08229190183735549,0.14533997709928154
42,0.13094295181288054,0.1737180225804146
43,0.10613312602251743,0.16105137554169513
44,0.141085264949295,0.18753451529651202
45,0.02898871317502902,0.08455288918202472
46,0.0568707309748149,0.11474781679189434
47,0.058537094946944285,0.12208022822151754
48,0.08028907505039726,0.1416588051482315
49,0.12985657237951442,0.1761386591075908
50,0.019135269903816796,0.07150089243486651
51,0.08519130465401509,0.1441104698631119
52,0.05034385955259055,0.11143065398014355
53,0.09206499273752727,0.14778803648298658
54,0.127460281003609,0.17929919189571078
55,0.08164516774794307,0.14641509915508105
56,0.06405697194511116,0.12817255811549896
57,0.010268363669277764,0.05063630667748097
58,0.1658057517157558,0.19256058749040575
59,0.04574124248658973,0.10588221884994861
60,0.06383328442416783,0.12552274231389965
61,0.12133983219341274,0.1694410664143596
62,0.03518568473048901,0.09280941235608686
63,0.04680679953530351,0.11078333458516755
64,0.1372798925442042,0.1857924218709695
65,0.05996691821517462,0.12358968167436707
66,0.06269745865440672,0.12216439134533073
67,0.09053312173826489,0.15078517082324241
68,0.04284568750959574,0.10479317179758753
69,0.09549527522597909,0.15460881254389672
70,0.042945819524214064,0.10361725795935407
71,0.026637022476024133,0.08080483456698104
72,0.05340242067535069,0.11701104930352921
73,0.06475061823250226,0.12704244219496594
74,0.07837596443337241,0.13903385059806464
75,0.05809553404277961,0.11995377684246818
76,0.06004041177228115,0.12416474866036105
77,0.09064409872619436,0.1466262789143868
78,0.08869720056543919,0.14896394471660745
79,0.044643713906727965,0.10782397835507722
80,0.10312872053077392,0.15199526418393575
81,0.07948770198688254,0.1428075629904675
82,0.1274597084612583,0.17052271521217882
83,0.07153819307185834,0.1369149365505349
84,0.07993663002456097,0.14316027738385342
85,0.0877958555697891,0.14902588717849358
86,0.028637937582278682,0.08458087605428237
87,0.04329924641886542,0.10491354390103741
88,0.05456921633932829,0.1163467369131258
89,0.12018142254985203,0.1745590180281351
90,0.06858784156937592,0.1307319483889641
91,0.10049488205333325,0.15954822476089256
92,0.0309777340965956,0.08774952602318933
93,0.07467626065311492,0.1379842984556069
94,0.11371023457583848,0.16163221181745965
95,0.09824057505807801,0.1517244502953803
96,0.14931136438979803,0.18870809247966472
97,0.053473422535076684,0.11315807958817393
98,0.09582150753217879,0.15677817756369214
99,0.1476730812592793,0.1925954917131611
100,0.015333029237091159,0.06323565786820196
101,0.11712325266382592,0.17006563420554277
102,0.08466178170496517,0.14451963973364237
103,0.06102324827178526,0.12478664421459827
104,0.01397512102208471,0.05440898494177855
105,0.08100613670139933,0.14107081748659192
106,0.036794080605643265,0.09233202485486684
107,0.08547587185705885,0.14828587565019075
108,0.06336803638102528,0.12602438594782003
109,0.030818548244079053,0.0868408633819404
110,0.03696390401907141,0.09961747168266778
111,0.04327278017729004,0.10106294885773831
112,0.04950084424595248,0.11208534944138025
113,0.09199958453828061,0.15197300546668938
114,0.06635945351262494,0.13176708102009543
115,0.06357549773627383,0.12923322690725617
116,0.0795081008261321,0.1433237513069655
117,0.10123250075787434,0.16144643246907905
118,0.014023146838470824,0.05903407182094999
119,0.05934550576588178,0.12239953199119832
120,0.03070755445862701,0.08717540904425353
121,0.09666563643884281,0.15519800998490618
122,0.0916987592586967,0.14983851461502848
123,0.0537821147667108,0.1177756370486801
124,0.030108342142494145,0.08867663740640905
125,0.06879319893009236,0.1280886012573467
126,0.06319408323000233,0.12712859811593283
127,0.07293125682968699,0.1361887554231136
128,0.07748944742269961,0.13749191427007657
129,0.1630715877479492,0.19733606518443084
130,0.16545074977144103,0.20667585489876247
131,0.027977869026738916,0.08062921280545005
132,0.0848242478974821,0.14272726824494086
133,0.026766766471737095,0.08384715385250861
134,0.08119116870003915,0.14526563949384197
135,0.0605035844887597,0.1187525234924109
136,0.11334501319591314,0.16608155393505694
137,0.052622820367148986,0.11406605158937602
138,0.09076486966817758,0.14848530910521895
139,0.09881208535318584,0.15431362170076374
140,0.05035394068580037,0.11478383903017166
141,0.11479211626097026,0.16947640307973907
142,0.04389694572754174,0.10467774854230442
143,0.04668797042908771,0.10788154455806376
144,0.07242932896305543,0.13123037849305422
145,0.03788224530536409,0.09826833594854877
146,0.05641404114346635,0.11909388492383094
147,0.05632627171165361,0.12111647160496428
148,0.12040681762741628,0.16748924325625003
149,0.04057022467508464,0.10016647259425224
150,0.11681949052781636,0.17408976073166654
151,0.05972919773605895,0.12088109639117871
152,0.01834995507612953,0.06985693194661693
153,0.0990790946423278,0.15893642040635175
154,0.05892642312163253,0.11948009957218866
155,0.011400634017405912,0.05408599063556291
156,0.06582141884982053,0.12741611059484445
157,0.07699292881799158,0.14136804516547616
158,0.08684498611170041,0.14598129679325375
159,0.03750871535690683,0.09749254313147014
160,0.08607792173531069,0.14768228344801365
161,0.059474605328835785,0.12216261332709269
162,0.04423048773696807,0.10305584014756482
163,0.04291292001002214,0.10242202889545181
164,0.0655397216758114,0.1306358223280064
165,0.0419501883268776,0.10255026776454539
166,0.07291089385164971,0.13288467814868546
167,0.07610409525284537,0.13615475656068549
168,0.04173890237657571,0.10234731014778121
169,0.06063457510217725,0.12082172780191955
170,0.023217111922610244,0.0780090963397608
171,0.05134882839913671,0.11387593188195827
172,0.022654330431760003,0.07744688243239692
173,0.07459601244327944,0.13775310128258023
174,0.08871263756058533,0.15077155535099318
175,0.0598918130968376,0.12178649721596958
176,0.08515634943675893,0.14671145784945572
177,0.1337005752569946,0.18078934075808295
178,0.1146988355783781,0.16989551632009803
179,0.06327076001594861,0.1280287616834957
180,0.08106583110254029,0.14088320297758772
181,0.050253694569567325,0.11184528453036854
182,0.09363030227734695,0.14445013670610346
183,0.05513578584732061,0.11912317140046805
184,0.11694069774365859,0.16962535487769323
185,0.049227053954705544,0.1123669478598899
186,0.09047525395483685,0.15138249130702627
187,0.12564073163735198,0.16981722630133472
188,0.08640916429641912,0.13582048122146329
189,0.03230418464544915,0.08627531711065262
190,0.01243099179066029,0.05808020382426078
191,0.11686638141879982,0.16632661776604835
192,0.0984406866515937,0.15434062046473124
193,0.026512113607482072,0.08355214933401264
194,0.06715865808474025,0.13120725400787794
195,0.049463010795123635,0.10861124073474582
196,0.0712906316860937,0.13507578122009944
197,0.016447311077811583,0.06536658501387642
198,0.056228969427318115,0.11987140196787385
199,0.08203742481916693,0.14191936186633455
200,0.08198403003526203,0.1431146548047499
201,0.10963103988263281,0.1677609454621603
202,0.08242921099317083,0.14399176398255278
203,0.03259704268693639,0.09033716208863517
204,0.054848158890526154,0.11540154975638334
205,0.005228280355373345,0.03592683842036918
206,0.0562586471039974,0.11989871899377433
207,0.06461449382999918,0.11910994386880812
208,0.018843458856106367,0.06910440953553025
209,0.08136689599592194,0.1405608502804354
210,0.03639252157477077,0.09331476484346836
211,0.0920296658180304,0.15181427972701736
212,0.047198779959704174,0.10882931546485004
213,0.050492736268049704,0.11110254912730189
214,0.12327418364221315,0.1716261158167718
215,0.05883033471551967,0.11868877007963456
216,0.06709520554624802,0.1288357560206959
217,0.08102618794572806,0.1436853425448781
218,0.062072668597739564,0.12359254531065485
219,0.03866515487056166,0.09863113195025514
220,0.07126975226227739,0.1322252656131858
221,0.12577139853590064,0.1772158701283619
222,0.08515970703469801,0.14447920195533956
223,0.1580516736529987,0.19847459774395998
224,0.08258844843963561,0.13201319561343702
225,0.053405026051100486,0.11615542164241581
226,0.10484331754899943,0.16374287839869353
227,0.03299395967890078,0.09033402602439516
228,0.059785013226684294,0.12146512589661669
229,0.07767385635810095,0.14104559223479615
230,0.02861779630020719,0.08133502492669574
231,0.10459164617528738,0.16372605678363947
232,0.030289821120442706,0.08187527984564155
233,0.09108637484339012,0.14861090866084403
234,0.07905066042761877,0.13942825252077004
235,0.07553161692601233,0.1392013944578753
236,0.06786633882138787,0.12674875695622526
237,0.09761632003415724,0.15406867237608565
238,0.10012906634077162,0.1589785823766229
239,0.11048177243469456,0.16010287120310274
240,0.10821124683367299,0.16163783816023092
241,0.06178741625483643,0.12031501772084614
